source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/26/doug-mills-trump-favorite-photographer-226745
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/2019/04/25/andrew-cuomo-plans-to-open-formidable-fundraising-network-to-joe-biden.html?__source=twitter%7Cmain
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/25/joe-biden-age-2020-1290337
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/28/democrats-economy-2020-trump-1291371
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/us-china-relations
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/59ee5a3/2147483647/legacy_thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2019/04/24/is-everything-awesome-428134
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/john-f-harris
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/two-capitalists-worry-about-capitalisms-future-11556110982
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery/2019/04/27/white-house-correspondents-dinner-red-carpet-003171
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/
https://www.politico.com/tipsheets/morning-money	https://mailchi.mp/politico.com/morningmoneymilken
https://www.politico.com/tipsheets/morning-money	http://nextineducation.splashthat.com/Newsletters
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/28/graham-i-dont-care-trump-mcgahn-1291382
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2DvVOT5&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://bettermarkets.com/sites/default/files/Better%20Markets%20-%20Goldman%20Sachs%2527%201MDB%20Four%20Monkeys%20Defense%2004-25-2019.pdf
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/article/2019/04/hud-to-delay-down-payment-assistance-changes-3139019
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/businessweek
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/28/kellyanne-conway-trump-white-nationalism-charlottesville-1291378
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/26/doug-mills-iconic-president-photos-226744
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/archive
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/daniel-lippman
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-04-25/central-banks-club-of-caution-grows-as-bad-news-piles-up?srnd=markets-vp
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-york
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/defense
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	mailto:aweaver@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/ehealth
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=POLITICO's Morning Money: Why the economy isn't lifting Trump — Here comes Q1 GDP — Big bank merger faces Dem scrutiny — Get to know Joe Biden&amp;body=https://www.politico.com/newsletters/morning-money/2019/04/26/why-the-economy-isnt-lifting-trump-429269
https://www.politico.com/tipsheets/morning-money	https://twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/election-results/2018/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2019-04-25/glencore-faces-new-corruption-investigation-as-cftc-starts-probe
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/27ede68/2147483647/legacy_thumbnail/72x72/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/25/elizabeth-warren-bank-merger-1383584
https://www.politico.com/tipsheets/morning-money	https://twitter.com/vtg2
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/story/2019/04/28/mitch-mcconnell-smoking-age-tobacco-companies-1376631
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/story/2019/04/26/des-moines-register-iowa-newspaper-primaries-2020-226748
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/feedback
https://www.bloomberg.com/markets/economics	https://assets.bwbx.io/font-service/css/BWHaasGrotesk-55Roman-Web,BWHaasGrotesk-75Bold-Web,BW%20Haas%20Text%20Mono%20A-55%20Roman/font-face.css
https://www.bloomberg.com/markets/economics	https://www.bloomberg.com/notices/tos
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2018/03/08/insane-toxic-trump-adulation-jeanine-pirro/219577
https://www.mediamatters.org/	https://www.mediamatters.org/issues/education
https://www.mediamatters.org/	https://www.mediamatters.org/rss
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/25/nra-board-member-ted-nugent-makes-bigoted-post-facebook-just-ahead-groups-annual-meeting/223560
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/19/The-Mueller-report-didnt-address-collusion-but-thats-not-stopping-Fox-News-from-screaming-/223524
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/23/foxs-pete-hegseth-calls-alexandria-ocasio-cortez-mindless-moron-after-she-resists-calls-privatize-va/223540
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/27/guest-links-trumps-rhetoric-rise-anti-semitism-fox-news-suddenly-cuts-commercial/223579
https://www.mediamatters.org/	https://www.mediamatters.org/issues/national-security-foreign-policy
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/23/tucker-carlsons-wild-new-talking-point-abortion-somehow-tool-corporate-oppression/223461
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/research
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/24/citing-far-right-outlet-oann-trump-revives-conspiracy-theory-caused-international-incident-uk-2017/223552
https://www.mediamatters.org/	http://mythopedia.mediamatters.org
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/04/16/national-review-writer-s-distortion-invites-harassment-abortion-clinic-director/223469
https://www.mediamatters.org/	http://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/issues/reproductive-rights
https://www.mediamatters.org/	https://www.mediamatters.org/#main-content
https://www.mediamatters.org/	http://www.w3.org/1999/xhtml/vocab
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/26/already-terrible-enforcing-its-rules-facebook-let-trump-violate-its-ad-policies-until-reporter/223575
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/23/fox-straight-news-anchor-martha-maccallum-allows-rush-limbaugh-spew-racism-and-conspiracy-theories/223546
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/26/stephen-moore-defended-slave-owner-robert-e-lee-wrongly-claiming-lee-hated-slavery/223577
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/these-are-fox-news-leading-advertisers/221904
https://www.mediamatters.org/	https://www.mediamatters.org/video
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/25/NBCs-Ben-Collins-explains-Twitters-failure-to-combat-white-supremacist-content/223563
https://www.mediamatters.org/	https://www.mediamatters.org/jobs
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/24/mueller-investigation-over-conservative-media-declare-it-s-time-investigate-investigators/223551
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/Fox---Friends-fearmongers-about-holy-war-following-Sri-Lanka-attacks/223528
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/25/WSJ-and-right-wing-outlets-hype-dubious-study-criticizing-electric-vehicles/223566
https://www.mediamatters.org/	https://www.mediamatters.org/terms-conditions
https://www.mediamatters.org/	https://www.facebook.com/Mediamatters
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/25/Fox-host-blames-bank-regulation-for-high-tuition-and-student-debt-crisis/223559
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/23/fox-host-downplays-student-debt-crisis-dismissing-warren-s-plan-cancel-debt-buying-votes/223543
https://www.mediamatters.org/	https://www.mediamatters.org/issues
https://www.mediamatters.org/	http://mediamattersforamerica.tumblr.com/
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/28/kellyanne-conway-refuses-answer-jake-tappers-questions-how-trump-views-white-nationalism/223581
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2018/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/foxs-pete-hegseth-border-patrol-work-much-being-combat-sometimes/223527
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/26/nra-annual-meeting-nra-top-lobbyist-chris-cox-says-real-america-going-vote-rep-alexandria-ocasio/223571
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/25/Fox-straight-news-anchor-Shannon-Bream-repeatedly-misgenders-trans-woman-during-interview-/223565
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/26/Liberty-Counsel-Founder-Mat-Staver-lies-that-the-Equality-Act-will-open-the-door-to-pedoph/223574
https://www.mediamatters.org/	https://mediamatters.nationbuilder.com/donate2017/?recruiter_id=765244
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/19/heres-how-fox-news-spinning-mueller-report/223525
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/19/geraldo-rivera-praises-sean-hannity-acting-donald-trumps-shield-during-mueller-investigation/223526
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/23/fox-news-gives-credence-nativist-vigilante-militia-allegedly-was-plotting-kill-prominent-liberals/223542
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/25/Foxs-David-Webb-attempts-to-dismiss-Trumps-defense-of-neo-Nazis-in-Charlottesville-as-very/223557
https://www.mediamatters.org/	https://www.mediamatters.org/issues/government
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/msnbcs-am-joy-angelo-carusone-explains-why-democratic-candidates-shouldnt-hold-town-halls-fox-right/223531
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/22/trump-fed-pick-herman-cain-was-frequent-gold-company-spokesperson/223530
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/after-caller-suggests-there-would-have-been-revolution-if-mueller-accused-trump-crimes-rush-limbaugh/223533
https://www.mediamatters.org/	https://www.mediamatters.org/research/2018/10/29/tucker-carlsons-descent-white-supremacy-timeline/221741
https://www.mediamatters.org/	https://www.mediamatters.org/contacts
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/25/nratv-host-attacks-sen-bernie-sanders-over-fake-sanders-twitter-account/223558
https://www.mediamatters.org/	https://www.mediamatters.org/rss/latest.rss
https://www.mediamatters.org/	https://www.mediamatters.org/issues/inclusion-matters
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/23/lou-dobbs-guest-weve-seen-europe-were-seeing-it-here-and-they-are-attempting-replace-us/223544
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/25/stephen-moores-hatred-climate-science-inspired-him-attack-ivanka-trump/223562
https://www.mediamatters.org/	https://action.mediamatters.org/content/sign-email-updates
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/22/conservative-outrage-over-obama-and-clinton-easter-worshippers-tweets-just-latest-phony-right-wing/223532
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/24/foxs-katie-pavlich-says-mass-shootings-parkland-and-charleston-were-result-government-not-doing-its/223549
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/24/fox-guest-likens-elizabeth-warrens-plan-free-college-and-student-debt-cancellation-all-you-can-eat/223548
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/sean-hannity-hillary-clintons-email-server-real-threat-our-safety-and-security/223536
https://www.mediamatters.org/	https://www.mediamatters.org/corrections
https://www.mediamatters.org/	https://www.mediamatters.org/issues/diversity-discrimination
https://www.mediamatters.org/	https://www.mediamatters.org/issues/environment-science
https://www.mediamatters.org/	https://www.mediamatters.org/
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/24/tucker-carlson-guest-says-islam-most-hateful-intolerant-religion-earth/223556
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/23/fox-guest-likens-possible-impeachment-trump-soft-coup/223541
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/tucker-carlson-blames-homelessness-los-angeles-immigration-and-sanctuary-cities/223535
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/26/national-rifle-association-heads-its-annual-meeting-amid-reports-fractured-board-and-troubling/223564
https://www.mediamatters.org/	https://mediamatters.org/trumps-war-on-the-press
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/fox-friends-sarah-sanders-falsely-claims-cnns-april-ryan-said-she-should-be-decapitated/223529
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/24/fox-host-admits-russian-interference-may-have-cost-democrats-2016-election/223554
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/22/pod-save-americas-dan-pfeiffer-if-you-do-things-help-fox-sell-more-ads-what-you-are-doing-making-it/223534
https://www.mediamatters.org/	https://www.mediamatters.org/issues/elections
https://www.mediamatters.org/	https://www.mediamatters.org/issues/economy
https://www.mediamatters.org/	https://cloudfront.mediamatters.org/drupal/mm/images/favicon.ico
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/26/trump-border-patrol-official-goes-fox-friends-appeal-new-law-crack-down-families-crossing-border/223569
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/26/msnbc-guns-down-america-s-igor-volsky-explains-why-corporations-no-longer-want-partner-toxic-nra/223570
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/24/lou-dobbs-southern-border-battlefield-and-military-needs-more-guns-there-when-they-get-shot/223555
https://www.mediamatters.org/	https://www.mediamatters.org/about
https://www.mediamatters.org/	https://www.mediamatters.org/video/2019/04/19/nras-dana-loesch-slams-gun-safety-groups-tactics-its-when-anti-smoking-campaigns-tried-make-smoking/223523
https://www.mediamatters.org/	https://www.mediamatters.org/blog/2019/04/15/joe-rogan-experience-disproportionately-hosts-men/223446
https://www.mediamatters.org/	https://www.mediamatters.org/issues/justice-civil-liberties
https://www.mediamatters.org/	https://www.mediamatters.org/research/2019/04/15/what-know-about-ados-group-targeting-black-progressives/223443
https://www.mediamatters.org/	https://cdn.jsdelivr.net/bootstrap/3.3.5/css/bootstrap.css
